algorithm,keygen_time_ms,encap_time_ms,decap_time_ms,ciphertext_length,shared_secret_length,overhead_bytes,total_time_ms,correctness,type,text_size_kb,text_length_bytes,run_id,timestamp,security_level_bits,security_level
Classic-McEliece-348864f,31.644821166992188,0.08296966552734375,17.937183380126953,96,32,64,49.664974212646484,True,KEM,67.6,69222,672,2025-04-07T10:24:03.234956,128,1
Classic-McEliece-460896,88.65809440612793,0.10418891906738281,34.41190719604492,156,32,124,123.17419052124023,True,KEM,67.6,69222,672,2025-04-07T10:24:03.358159,192,2
Classic-McEliece-460896f,90.67988395690918,0.1270771026611328,33.949851989746094,156,32,124,124.7568130493164,True,KEM,67.6,69222,672,2025-04-07T10:24:03.482965,192,2
Classic-McEliece-6688128,565.8698081970215,0.14209747314453125,63.24410438537598,208,32,176,629.256010055542,True,KEM,67.6,69222,672,2025-04-07T10:24:04.112268,256,3
Classic-McEliece-6688128f,133.92114639282227,0.09584426879882812,63.26103210449219,208,32,176,197.27802276611328,True,KEM,67.6,69222,672,2025-04-07T10:24:04.310029,256,3
Classic-McEliece-6960119,371.7460632324219,0.6618499755859375,61.24401092529297,194,32,162,433.6519241333008,True,KEM,67.6,69222,672,2025-04-07T10:24:04.743714,256,3
Classic-McEliece-6960119f,129.32491302490234,0.6279945373535156,61.32817268371582,194,32,162,191.28108024597168,True,KEM,67.6,69222,672,2025-04-07T10:24:04.935011,256,3
Classic-McEliece-8192128,140.2740478515625,0.09799003601074219,77.45885848999023,208,32,176,217.83089637756348,True,KEM,67.6,69222,672,2025-04-07T10:24:05.152868,256,3
Classic-McEliece-8192128f,140.5940055847168,0.11301040649414062,77.39496231079102,208,32,176,218.10197830200195,True,KEM,67.6,69222,672,2025-04-07T10:24:05.371241,256,3
HQC-128,0.4436969757080078,0.8931159973144531,1.3599395751953125,4433,64,4369,2.6967525482177734,True,KEM,67.6,69222,672,2025-04-07T10:24:05.373949,128,1
HQC-192,1.3527870178222656,2.711057662963867,4.043102264404297,8978,64,8914,8.10694694519043,True,KEM,67.6,69222,672,2025-04-07T10:24:05.382063,192,2
HQC-256,2.4318695068359375,4.86302375793457,7.40504264831543,14421,64,14357,14.699935913085938,True,KEM,67.6,69222,672,2025-04-07T10:24:05.396770,256,3
Kyber512,0.011205673217773438,0.009775161743164062,0.008106231689453125,768,32,736,0.029087066650390625,True,KEM,67.6,69222,672,2025-04-07T10:24:05.396813,128,1
Kyber768,0.0171661376953125,0.0209808349609375,0.010967254638671875,1088,32,1056,0.049114227294921875,True,KEM,67.6,69222,672,2025-04-07T10:24:05.396868,192,2
Kyber1024,0.027894973754882812,0.01811981201171875,0.014066696166992188,1568,32,1536,0.06008148193359375,True,KEM,67.6,69222,672,2025-04-07T10:24:05.396941,256,3
ML-KEM-512,0.012159347534179688,0.011920928955078125,0.011920928955078125,768,32,736,0.03600120544433594,True,KEM,67.6,69222,672,2025-04-07T10:24:05.396988,128,1
ML-KEM-768,0.015020370483398438,0.015974044799804688,0.0171661376953125,1088,32,1056,0.048160552978515625,True,KEM,67.6,69222,672,2025-04-07T10:24:05.397042,192,2
ML-KEM-1024,0.023126602172851562,0.02288818359375,0.025272369384765625,1568,32,1536,0.07128715515136719,True,KEM,67.6,69222,672,2025-04-07T10:24:05.397124,256,3
sntrup761,1.6922950744628906,0.07176399230957031,0.11610984802246094,1039,32,1007,1.8801689147949219,True,KEM,67.6,69222,672,2025-04-07T10:24:05.399010,128,1
FrodoKEM-640-AES,0.1990795135498047,0.32782554626464844,0.3199577331542969,9720,16,9704,0.84686279296875,True,KEM,67.6,69222,672,2025-04-07T10:24:05.399869,128,1
FrodoKEM-640-SHAKE,1.1980533599853516,1.3370513916015625,1.3358592987060547,9720,16,9704,3.8709640502929688,True,KEM,67.6,69222,672,2025-04-07T10:24:05.403752,128,1
FrodoKEM-976-AES,0.4138946533203125,0.6768703460693359,0.6489753723144531,15744,24,15720,1.7397403717041016,True,KEM,67.6,69222,672,2025-04-07T10:24:05.405503,192,2
FrodoKEM-976-SHAKE,2.6979446411132812,3.0319690704345703,3.0241012573242188,15744,24,15720,8.75401496887207,True,KEM,67.6,69222,672,2025-04-07T10:24:05.414264,192,2
FrodoKEM-1344-AES,0.6589889526367188,1.1250972747802734,1.110076904296875,21632,32,21600,2.894163131713867,True,KEM,67.6,69222,672,2025-04-07T10:24:05.417171,256,3
FrodoKEM-1344-SHAKE,4.81414794921875,5.4168701171875,5.42902946472168,21632,32,21600,15.66004753112793,True,KEM,67.6,69222,672,2025-04-07T10:24:05.432846,256,3
BIKE-L1,6.145000457763672,0.3578662872314453,4.784822463989258,1573,32,1541,11.287689208984375,True,KEM,67.7,69324,673,2025-04-07T10:24:10.065808,128,1
BIKE-L3,19.06299591064453,1.0099411010742188,14.837026596069336,3115,32,3083,34.909963607788086,True,KEM,67.7,69324,673,2025-04-07T10:24:10.100731,192,2
BIKE-L5,48.12216758728027,2.524852752685547,37.02211380004883,5154,32,5122,87.66913414001465,True,KEM,67.7,69324,673,2025-04-07T10:24:10.188407,256,3
Classic-McEliece-348864,131.25205039978027,0.05412101745605469,16.875743865966797,96,32,64,148.18191528320312,True,KEM,67.7,69324,673,2025-04-07T10:24:10.336601,128,1
Classic-McEliece-348864f,29.748916625976562,0.03314018249511719,16.865015029907227,96,32,64,46.647071838378906,True,KEM,67.7,69324,673,2025-04-07T10:24:10.383511,128,1
Classic-McEliece-460896,119.69804763793945,0.05412101745605469,33.07700157165527,156,32,124,152.82917022705078,True,KEM,67.7,69324,673,2025-04-07T10:24:10.536350,192,2
Classic-McEliece-460896f,86.0748291015625,0.09489059448242188,33.8590145111084,156,32,124,120.02873420715332,True,KEM,67.7,69324,673,2025-04-07T10:24:10.656393,192,2
Classic-McEliece-6688128,221.92692756652832,0.20599365234375,63.28296661376953,208,32,176,285.4158878326416,True,KEM,67.7,69324,673,2025-04-07T10:24:10.941844,256,3
Classic-McEliece-6688128f,134.10210609436035,0.18787384033203125,63.48419189453125,208,32,176,197.77417182922363,True,KEM,67.7,69324,673,2025-04-07T10:24:11.139900,256,3
Classic-McEliece-6960119,134.00006294250488,0.6499290466308594,61.26904487609863,194,32,162,195.91903686523438,True,KEM,67.7,69324,673,2025-04-07T10:24:11.335835,256,3
Classic-McEliece-6960119f,129.54998016357422,0.5478858947753906,61.23495101928711,194,32,162,191.33281707763672,True,KEM,67.7,69324,673,2025-04-07T10:24:11.527182,256,3
Classic-McEliece-8192128,233.2780361175537,0.10704994201660156,80.09171485900879,208,32,176,313.4768009185791,True,KEM,67.7,69324,673,2025-04-07T10:24:11.840699,256,3
Classic-McEliece-8192128f,142.61603355407715,0.12493133544921875,77.423095703125,208,32,176,220.16406059265137,True,KEM,67.7,69324,673,2025-04-07T10:24:12.061331,256,3
HQC-128,0.4458427429199219,0.8833408355712891,1.4178752899169922,4433,64,4369,2.747058868408203,True,KEM,67.7,69324,673,2025-04-07T10:24:12.064093,128,1
HQC-192,1.3260841369628906,2.658843994140625,4.0111541748046875,8978,64,8914,7.996082305908203,True,KEM,67.7,69324,673,2025-04-07T10:24:12.072095,192,2
HQC-256,2.4480819702148438,4.897832870483398,7.383108139038086,14421,64,14357,14.729022979736328,True,KEM,67.7,69324,673,2025-04-07T10:24:12.086831,256,3
Kyber512,0.01430511474609375,0.010967254638671875,0.0069141387939453125,768,32,736,0.03218650817871094,True,KEM,67.7,69324,673,2025-04-07T10:24:12.086872,128,1
Kyber768,0.012159347534179688,0.014066696166992188,0.010013580322265625,1088,32,1056,0.0362396240234375,True,KEM,67.7,69324,673,2025-04-07T10:24:12.086916,192,2
Kyber1024,0.015974044799804688,0.017881393432617188,0.014066696166992188,1568,32,1536,0.04792213439941406,True,KEM,67.7,69324,673,2025-04-07T10:24:12.086970,256,3
ML-KEM-512,0.012159347534179688,0.010967254638671875,0.011920928955078125,768,32,736,0.03504753112792969,True,KEM,67.7,69324,673,2025-04-07T10:24:12.087011,128,1
ML-KEM-768,0.015974044799804688,0.015974044799804688,0.016927719116210938,1088,32,1056,0.04887580871582031,True,KEM,67.7,69324,673,2025-04-07T10:24:12.087070,192,2
ML-KEM-1024,0.0209808349609375,0.02193450927734375,0.025033950805664062,1568,32,1536,0.06794929504394531,True,KEM,67.7,69324,673,2025-04-07T10:24:12.087144,256,3
sntrup761,1.6908645629882812,0.06699562072753906,0.11515617370605469,1039,32,1007,1.873016357421875,True,KEM,67.7,69324,673,2025-04-07T10:24:12.089023,128,1
FrodoKEM-640-AES,0.19979476928710938,0.32806396484375,0.3218650817871094,9720,16,9704,0.8497238159179688,True,KEM,67.7,69324,673,2025-04-07T10:24:12.089880,128,1
FrodoKEM-640-SHAKE,1.2023448944091797,1.3399124145507812,1.361846923828125,9720,16,9704,3.904104232788086,True,KEM,67.7,69324,673,2025-04-07T10:24:12.093790,128,1
FrodoKEM-976-AES,0.41484832763671875,0.6961822509765625,0.640869140625,15744,24,15720,1.7518997192382812,True,KEM,67.7,69324,673,2025-04-07T10:24:12.095548,192,2
FrodoKEM-976-SHAKE,2.7570724487304688,3.0028820037841797,2.9990673065185547,15744,24,15720,8.759021759033203,True,KEM,67.7,69324,673,2025-04-07T10:24:12.104313,192,2
FrodoKEM-1344-AES,0.6589889526367188,1.1241436004638672,1.0821819305419922,21632,32,21600,2.865314483642578,True,KEM,67.7,69324,673,2025-04-07T10:24:12.107185,256,3
FrodoKEM-1344-SHAKE,4.859685897827148,5.422115325927734,5.355119705200195,21632,32,21600,15.636920928955078,True,KEM,67.7,69324,673,2025-04-07T10:24:12.122830,256,3
BIKE-L1,6.142139434814453,0.3368854522705078,4.76384162902832,1573,32,1541,11.242866516113281,True,KEM,67.8,69427,674,2025-04-07T10:24:16.740640,128,1
BIKE-L3,19.07801628112793,1.035928726196289,14.805078506469727,3115,32,3083,34.919023513793945,True,KEM,67.8,69427,674,2025-04-07T10:24:16.775566,192,2
BIKE-L5,48.0501651763916,2.5169849395751953,37.0938777923584,5154,32,5122,87.6610279083252,True,KEM,67.8,69427,674,2025-04-07T10:24:16.863234,256,3
Classic-McEliece-348864,29.526233673095703,0.031948089599609375,16.871213912963867,96,32,64,46.42939567565918,True,KEM,67.8,69427,674,2025-04-07T10:24:16.909672,128,1
Classic-McEliece-348864f,29.748916625976562,0.03910064697265625,17.30799674987793,96,32,64,47.09601402282715,True,KEM,67.8,69427,674,2025-04-07T10:24:16.956781,128,1
Classic-McEliece-460896,192.43907928466797,0.052928924560546875,33.09893608093262,156,32,124,225.59094429016113,True,KEM,67.8,69427,674,2025-04-07T10:24:17.182389,192,2
Classic-McEliece-460896f,85.01195907592773,0.05507469177246094,33.007144927978516,156,32,124,118.07417869567871,True,KEM,67.8,69427,674,2025-04-07T10:24:17.300888,192,2
Classic-McEliece-6688128,305.08899688720703,0.11706352233886719,63.169002532958984,208,32,176,368.3750629425049,True,KEM,67.8,69427,674,2025-04-07T10:24:17.669291,256,3
Classic-McEliece-6688128f,134.0188980102539,0.09393692016601562,63.364267349243164,208,32,176,197.4771022796631,True,KEM,67.8,69427,674,2025-04-07T10:24:17.866778,256,3
Classic-McEliece-6960119,290.4789447784424,0.6480216979980469,61.3858699798584,194,32,162,352.5128364562988,True,KEM,67.8,69427,674,2025-04-07T10:24:18.219301,256,3
Classic-McEliece-6960119f,129.4541358947754,0.6489753723144531,61.354875564575195,194,32,162,191.45798683166504,True,KEM,67.8,69427,674,2025-04-07T10:24:18.410768,256,3
Classic-McEliece-8192128,326.2209892272949,0.09393692016601562,77.423095703125,208,32,176,403.73802185058594,True,KEM,67.8,69427,674,2025-04-07T10:24:18.814529,256,3
Classic-McEliece-8192128f,140.671968460083,0.10895729064941406,77.33297348022461,208,32,176,218.11389923095703,True,KEM,67.8,69427,674,2025-04-07T10:24:19.032931,256,3
HQC-128,0.4467964172363281,0.8821487426757812,1.3580322265625,4433,64,4369,2.6869773864746094,True,KEM,67.8,69427,674,2025-04-07T10:24:19.035627,128,1
HQC-192,1.3346672058105469,2.6731491088867188,4.035234451293945,8978,64,8914,8.043050765991211,True,KEM,67.8,69427,674,2025-04-07T10:24:19.043677,192,2
HQC-256,2.496004104614258,5.026817321777344,7.587194442749023,14421,64,14357,15.110015869140625,True,KEM,67.8,69427,674,2025-04-07T10:24:19.058796,256,3
Kyber512,0.010967254638671875,0.012159347534179688,0.007867813110351562,768,32,736,0.030994415283203125,True,KEM,67.8,69427,674,2025-04-07T10:24:19.058835,128,1
Kyber768,0.013113021850585938,0.0209808349609375,0.010967254638671875,1088,32,1056,0.04506111145019531,True,KEM,67.8,69427,674,2025-04-07T10:24:19.058892,192,2
Kyber1024,0.0171661376953125,0.01811981201171875,0.015020370483398438,1568,32,1536,0.05030632019042969,True,KEM,67.8,69427,674,2025-04-07T10:24:19.058949,256,3
ML-KEM-512,0.011920928955078125,0.012159347534179688,0.011920928955078125,768,32,736,0.03600120544433594,True,KEM,67.8,69427,674,2025-04-07T10:24:19.058991,128,1
ML-KEM-768,0.015020370483398438,0.015974044799804688,0.0171661376953125,1088,32,1056,0.048160552978515625,True,KEM,67.8,69427,674,2025-04-07T10:24:19.059046,192,2
ML-KEM-1024,0.02193450927734375,0.024080276489257812,0.025033950805664062,1568,32,1536,0.07104873657226562,True,KEM,67.8,69427,674,2025-04-07T10:24:19.059130,256,3
sntrup761,1.7499923706054688,0.08296966552734375,0.12111663818359375,1039,32,1007,1.9540786743164062,True,KEM,67.8,69427,674,2025-04-07T10:24:19.061091,128,1
FrodoKEM-640-AES,0.20599365234375,0.3371238708496094,0.3230571746826172,9720,16,9704,0.8661746978759766,True,KEM,67.8,69427,674,2025-04-07T10:24:19.061969,128,1
FrodoKEM-640-SHAKE,1.2438297271728516,1.3911724090576172,1.363992691040039,9720,16,9704,3.998994827270508,True,KEM,67.8,69427,674,2025-04-07T10:24:19.065975,128,1
FrodoKEM-976-AES,0.42510032653808594,0.6868839263916016,0.6589889526367188,15744,24,15720,1.7709732055664062,True,KEM,67.8,69427,674,2025-04-07T10:24:19.067754,192,2
FrodoKEM-976-SHAKE,2.756834030151367,3.0710697174072266,3.0388832092285156,15744,24,15720,8.86678695678711,True,KEM,67.8,69427,674,2025-04-07T10:24:19.076628,192,2
FrodoKEM-1344-AES,0.6990432739257812,1.1649131774902344,1.1260509490966797,21632,32,21600,2.9900074005126953,True,KEM,67.8,69427,674,2025-04-07T10:24:19.079626,256,3
FrodoKEM-1344-SHAKE,4.9800872802734375,5.522727966308594,5.49626350402832,21632,32,21600,15.999078750610352,True,KEM,67.8,69427,674,2025-04-07T10:24:19.095633,256,3
BIKE-L1,6.134986877441406,0.3349781036376953,4.772186279296875,1573,32,1541,11.242151260375977,True,KEM,67.9,69529,675,2025-04-07T10:24:23.721308,128,1
BIKE-L3,19.17099952697754,1.0259151458740234,14.774084091186523,3115,32,3083,34.970998764038086,True,KEM,67.9,69529,675,2025-04-07T10:24:23.756287,192,2
BIKE-L5,47.90687561035156,2.523183822631836,36.86380386352539,5154,32,5122,87.29386329650879,True,KEM,67.9,69529,675,2025-04-07T10:24:23.843589,256,3
Classic-McEliece-348864,42.08993911743164,0.10585784912109375,17.08698272705078,96,32,64,59.282779693603516,True,KEM,67.9,69529,675,2025-04-07T10:24:23.902886,128,1
Classic-McEliece-348864f,31.550884246826172,0.04506111145019531,17.06385612487793,96,32,64,48.6598014831543,True,KEM,67.9,69529,675,2025-04-07T10:24:23.952144,128,1
Classic-McEliece-460896,157.66191482543945,0.11801719665527344,33.532142639160156,156,32,124,191.31207466125488,True,KEM,67.9,69529,675,2025-04-07T10:24:24.143517,192,2
Classic-McEliece-460896f,84.84101295471191,0.054836273193359375,32.84811973571777,156,32,124,117.74396896362305,True,KEM,67.9,69529,675,2025-04-07T10:24:24.261292,192,2
Classic-McEliece-6688128,303.851842880249,0.1201629638671875,62.96992301940918,208,32,176,366.9419288635254,True,KEM,67.9,69529,675,2025-04-07T10:24:24.628278,256,3
Classic-McEliece-6688128f,133.38589668273926,0.13327598571777344,62.98995018005371,208,32,176,196.50912284851074,True,KEM,67.9,69529,675,2025-04-07T10:24:24.825218,256,3
Classic-McEliece-6960119,693.0439472198486,0.6561279296875,60.98794937133789,194,32,162,754.688024520874,True,KEM,67.9,69529,675,2025-04-07T10:24:25.579923,256,3
Classic-McEliece-6960119f,128.7519931793213,0.5810260772705078,60.9891414642334,194,32,162,190.3221607208252,True,KEM,67.9,69529,675,2025-04-07T10:24:25.770257,256,3
Classic-McEliece-8192128,232.47122764587402,0.1049041748046875,76.95579528808594,208,32,176,309.53192710876465,True,KEM,67.9,69529,675,2025-04-07T10:24:26.079819,256,3
Classic-McEliece-8192128f,140.63715934753418,0.10800361633300781,77.13675498962402,208,32,176,217.8819179534912,True,KEM,67.9,69529,675,2025-04-07T10:24:26.297997,256,3
HQC-128,0.45490264892578125,0.8990764617919922,1.413106918334961,4433,64,4369,2.7670860290527344,True,KEM,67.9,69529,675,2025-04-07T10:24:26.300775,128,1
HQC-192,1.3260841369628906,2.6786327362060547,4.0283203125,8978,64,8914,8.033037185668945,True,KEM,67.9,69529,675,2025-04-07T10:24:26.308815,192,2
HQC-256,2.4509429931640625,4.911899566650391,7.34400749206543,14421,64,14357,14.706850051879883,True,KEM,67.9,69529,675,2025-04-07T10:24:26.323529,256,3
Kyber512,0.010967254638671875,0.012159347534179688,0.0069141387939453125,768,32,736,0.030040740966796875,True,KEM,67.9,69529,675,2025-04-07T10:24:26.323573,128,1
Kyber768,0.011920928955078125,0.02002716064453125,0.010013580322265625,1088,32,1056,0.041961669921875,True,KEM,67.9,69529,675,2025-04-07T10:24:26.323622,192,2
Kyber1024,0.015974044799804688,0.017881393432617188,0.014066696166992188,1568,32,1536,0.04792213439941406,True,KEM,67.9,69529,675,2025-04-07T10:24:26.323681,256,3
ML-KEM-512,0.011205673217773438,0.011920928955078125,0.010967254638671875,768,32,736,0.03409385681152344,True,KEM,67.9,69529,675,2025-04-07T10:24:26.323728,128,1
ML-KEM-768,0.0152587890625,0.015735626220703125,0.0171661376953125,1088,32,1056,0.048160552978515625,True,KEM,67.9,69529,675,2025-04-07T10:24:26.323782,192,2
ML-KEM-1024,0.022172927856445312,0.021696090698242188,0.025033950805664062,1568,32,1536,0.06890296936035156,True,KEM,67.9,69529,675,2025-04-07T10:24:26.323862,256,3
sntrup761,1.689910888671875,0.07176399230957031,0.1163482666015625,1039,32,1007,1.8780231475830078,True,KEM,67.9,69529,675,2025-04-07T10:24:26.325747,128,1
FrodoKEM-640-AES,0.20122528076171875,0.3261566162109375,0.32210350036621094,9720,16,9704,0.8494853973388672,True,KEM,67.9,69529,675,2025-04-07T10:24:26.326616,128,1
FrodoKEM-640-SHAKE,1.2309551239013672,1.3380050659179688,1.3470649719238281,9720,16,9704,3.916025161743164,True,KEM,67.9,69529,675,2025-04-07T10:24:26.330545,128,1
FrodoKEM-976-AES,0.41484832763671875,0.675201416015625,0.6399154663085938,15744,24,15720,1.7299652099609375,True,KEM,67.9,69529,675,2025-04-07T10:24:26.332282,192,2
FrodoKEM-976-SHAKE,2.721071243286133,3.0121803283691406,2.9990673065185547,15744,24,15720,8.732318878173828,True,KEM,67.9,69529,675,2025-04-07T10:24:26.341020,192,2
FrodoKEM-1344-AES,0.6601810455322266,1.1589527130126953,1.0809898376464844,21632,32,21600,2.9001235961914062,True,KEM,67.9,69529,675,2025-04-07T10:24:26.343933,256,3
FrodoKEM-1344-SHAKE,4.853010177612305,5.422115325927734,5.357980728149414,21632,32,21600,15.633106231689453,True,KEM,67.9,69529,675,2025-04-07T10:24:26.359579,256,3
BIKE-L1,6.1550140380859375,0.3371238708496094,4.845142364501953,1573,32,1541,11.3372802734375,True,KEM,68.0,69632,676,2025-04-07T10:24:30.980968,128,1
BIKE-L3,19.00005340576172,1.0068416595458984,14.773130416870117,3115,32,3083,34.780025482177734,True,KEM,68.0,69632,676,2025-04-07T10:24:31.015755,192,2
BIKE-L5,47.95098304748535,2.516031265258789,37.1098518371582,5154,32,5122,87.57686614990234,True,KEM,68.0,69632,676,2025-04-07T10:24:31.103339,256,3
Classic-McEliece-348864,42.01173782348633,0.03790855407714844,16.930103302001953,96,32,64,58.97974967956543,True,KEM,68.0,69632,676,2025-04-07T10:24:31.162328,128,1
Classic-McEliece-348864f,30.23982048034668,0.05125999450683594,17.210006713867188,96,32,64,47.5010871887207,True,KEM,68.0,69632,676,2025-04-07T10:24:31.210163,128,1
Classic-McEliece-460896,83.50706100463867,0.06818771362304688,32.956838607788086,156,32,124,116.5320873260498,True,KEM,68.0,69632,676,2025-04-07T10:24:31.326737,192,2
Classic-McEliece-460896f,85.0067138671875,0.05412101745605469,33.13302993774414,156,32,124,118.1938648223877,True,KEM,68.0,69632,676,2025-04-07T10:24:31.444945,192,2
Classic-McEliece-6688128,218.90592575073242,0.1068115234375,63.143253326416016,208,32,176,282.15599060058594,True,KEM,68.0,69632,676,2025-04-07T10:24:31.727126,256,3
Classic-McEliece-6688128f,134.0041160583496,0.10204315185546875,63.29083442687988,208,32,176,197.39699363708496,True,KEM,68.0,69632,676,2025-04-07T10:24:31.924745,256,3
Classic-McEliece-6960119,128.31592559814453,0.6551742553710938,61.4628791809082,194,32,162,190.43397903442383,True,KEM,68.0,69632,676,2025-04-07T10:24:32.115187,256,3
Classic-McEliece-6960119f,129.39167022705078,0.6520748138427734,61.49411201477051,194,32,162,191.53785705566406,True,KEM,68.0,69632,676,2025-04-07T10:24:32.306733,256,3
Classic-McEliece-8192128,140.19417762756348,0.13589859008789062,77.27503776550293,208,32,176,217.6051139831543,True,KEM,68.0,69632,676,2025-04-07T10:24:32.524364,256,3
Classic-McEliece-8192128f,140.7790184020996,0.09799003601074219,78.48215103149414,208,32,176,219.3591594696045,True,KEM,68.0,69632,676,2025-04-07T10:24:32.744092,256,3
HQC-128,0.4711151123046875,0.8838176727294922,1.352071762084961,4433,64,4369,2.7070045471191406,True,KEM,68.0,69632,676,2025-04-07T10:24:32.746830,128,1
HQC-192,1.402139663696289,2.6497840881347656,4.008054733276367,8978,64,8914,8.059978485107422,True,KEM,68.0,69632,676,2025-04-07T10:24:32.754900,192,2
HQC-256,2.4688243865966797,4.870891571044922,7.569074630737305,14421,64,14357,14.908790588378906,True,KEM,68.0,69632,676,2025-04-07T10:24:32.769818,256,3
Kyber512,0.013113021850585938,0.011920928955078125,0.0069141387939453125,768,32,736,0.031948089599609375,True,KEM,68.0,69632,676,2025-04-07T10:24:32.769859,128,1
Kyber768,0.013113021850585938,0.014066696166992188,0.010013580322265625,1088,32,1056,0.03719329833984375,True,KEM,68.0,69632,676,2025-04-07T10:24:32.769903,192,2
Kyber1024,0.015020370483398438,0.01811981201171875,0.014066696166992188,1568,32,1536,0.047206878662109375,True,KEM,68.0,69632,676,2025-04-07T10:24:32.769958,256,3
ML-KEM-512,0.010967254638671875,0.011920928955078125,0.012159347534179688,768,32,736,0.03504753112792969,True,KEM,68.0,69632,676,2025-04-07T10:24:32.769999,128,1
ML-KEM-768,0.01621246337890625,0.015974044799804688,0.0171661376953125,1088,32,1056,0.04935264587402344,True,KEM,68.0,69632,676,2025-04-07T10:24:32.770054,192,2
ML-KEM-1024,0.022172927856445312,0.02193450927734375,0.025033950805664062,1568,32,1536,0.06914138793945312,True,KEM,68.0,69632,676,2025-04-07T10:24:32.770129,256,3
sntrup761,1.7049312591552734,0.06508827209472656,0.11682510375976562,1039,32,1007,1.8868446350097656,True,KEM,68.0,69632,676,2025-04-07T10:24:32.772022,128,1
FrodoKEM-640-AES,0.20194053649902344,0.32806396484375,0.3237724304199219,9720,16,9704,0.8537769317626953,True,KEM,68.0,69632,676,2025-04-07T10:24:32.772883,128,1
FrodoKEM-640-SHAKE,1.2030601501464844,1.3430118560791016,1.3308525085449219,9720,16,9704,3.876924514770508,True,KEM,68.0,69632,676,2025-04-07T10:24:32.776770,128,1
FrodoKEM-976-AES,0.43010711669921875,0.682830810546875,0.6411075592041016,15744,24,15720,1.7540454864501953,True,KEM,68.0,69632,676,2025-04-07T10:24:32.778530,192,2
FrodoKEM-976-SHAKE,2.830982208251953,3.0241012573242188,2.9761791229248047,15744,24,15720,8.831262588500977,True,KEM,68.0,69632,676,2025-04-07T10:24:32.787367,192,2
FrodoKEM-1344-AES,0.6630420684814453,1.1248588562011719,1.0857582092285156,21632,32,21600,2.873659133911133,True,KEM,68.0,69632,676,2025-04-07T10:24:32.790249,256,3
FrodoKEM-1344-SHAKE,4.845857620239258,5.470037460327148,5.345821380615234,21632,32,21600,15.66171646118164,True,KEM,68.0,69632,676,2025-04-07T10:24:32.805924,256,3
BIKE-L1,6.125688552856445,0.3371238708496094,4.741907119750977,1573,32,1541,11.204719543457031,True,KEM,68.1,69734,677,2025-04-07T10:24:37.425275,128,1
BIKE-L3,19.125938415527344,1.010894775390625,14.816045761108398,3115,32,3083,34.95287895202637,True,KEM,68.1,69734,677,2025-04-07T10:24:37.460236,192,2
BIKE-L5,47.837257385253906,2.542734146118164,37.09912300109863,5154,32,5122,87.4791145324707,True,KEM,68.1,69734,677,2025-04-07T10:24:37.547722,256,3
Classic-McEliece-348864,42.09184646606445,0.03600120544433594,16.87002182006836,96,32,64,58.99786949157715,True,KEM,68.1,69734,677,2025-04-07T10:24:37.606727,128,1
Classic-McEliece-348864f,30.4257869720459,0.03409385681152344,17.20905303955078,96,32,64,47.6689338684082,True,KEM,68.1,69734,677,2025-04-07T10:24:37.654935,128,1
Classic-McEliece-460896,266.9649124145508,0.06604194641113281,33.10084342956543,156,32,124,300.13179779052734,True,KEM,68.1,69734,677,2025-04-07T10:24:37.955140,192,2
Classic-McEliece-460896f,84.94925498962402,0.055789947509765625,32.92703628540039,156,32,124,117.93208122253418,True,KEM,68.1,69734,677,2025-04-07T10:24:38.073095,192,2
Classic-McEliece-6688128,219.09308433532715,0.11801719665527344,63.25578689575195,208,32,176,282.4668884277344,True,KEM,68.1,69734,677,2025-04-07T10:24:38.355589,256,3
Classic-McEliece-6688128f,133.91995429992676,0.13017654418945312,63.36784362792969,208,32,176,197.4179744720459,True,KEM,68.1,69734,677,2025-04-07T10:24:38.553021,256,3
Classic-McEliece-6960119,938.2636547088623,0.6411075592041016,61.26213073730469,194,32,162,1000.1668930053711,True,KEM,68.1,69734,677,2025-04-07T10:24:39.553198,256,3
Classic-McEliece-6960119f,129.15611267089844,0.6709098815917969,61.17892265319824,194,32,162,191.00594520568848,True,KEM,68.1,69734,677,2025-04-07T10:24:39.744213,256,3
Classic-McEliece-8192128,140.1071548461914,0.09989738464355469,77.29697227478027,208,32,176,217.50402450561523,True,KEM,68.1,69734,677,2025-04-07T10:24:39.961726,256,3
Classic-McEliece-8192128f,140.6078338623047,0.1571178436279297,77.4698257446289,208,32,176,218.23477745056152,True,KEM,68.1,69734,677,2025-04-07T10:24:40.179970,256,3
HQC-128,0.44798851013183594,0.9028911590576172,1.3811588287353516,4433,64,4369,2.7320384979248047,True,KEM,68.1,69734,677,2025-04-07T10:24:40.182713,128,1
HQC-192,1.3241767883300781,2.691030502319336,4.0130615234375,8978,64,8914,8.028268814086914,True,KEM,68.1,69734,677,2025-04-07T10:24:40.190748,192,2
HQC-256,2.427816390991211,4.959821701049805,7.356882095336914,14421,64,14357,14.74452018737793,True,KEM,68.1,69734,677,2025-04-07T10:24:40.205502,256,3
Kyber512,0.012874603271484375,0.013828277587890625,0.008344650268554688,768,32,736,0.03504753112792969,True,KEM,68.1,69734,677,2025-04-07T10:24:40.205553,128,1
Kyber768,0.017881393432617188,0.02288818359375,0.012159347534179688,1088,32,1056,0.052928924560546875,True,KEM,68.1,69734,677,2025-04-07T10:24:40.205612,192,2
